,date,nav
999,26-05-2022,109.06410
1000,25-05-2022,108.47360
1001,24-05-2022,110.35920
1002,23-05-2022,110.71940
1003,20-05-2022,110.52060
1004,19-05-2022,109.17370
1005,18-05-2022,110.42420
1006,17-05-2022,110.51260
1007,16-05-2022,108.38100
1008,13-05-2022,107.04810
1009,12-05-2022,106.82650
1010,11-05-2022,108.19240
1011,10-05-2022,109.62780
1012,09-05-2022,111.10720
1013,06-05-2022,111.91700
1014,05-05-2022,113.39280
1015,04-05-2022,113.54790
1016,02-05-2022,115.66750
1017,29-04-2022,116.43710
1018,28-04-2022,117.26540
1019,27-04-2022,116.32390
1020,26-04-2022,116.53810
1021,25-04-2022,115.73640
1022,22-04-2022,116.98770
1023,21-04-2022,117.06810
1024,20-04-2022,116.07930
1025,19-04-2022,116.06710
1026,18-04-2022,117.00860
1027,13-04-2022,117.55220
1028,12-04-2022,117.62720
1029,11-04-2022,118.74340
1030,08-04-2022,118.15900
1031,07-04-2022,117.38080
1032,06-04-2022,117.96150
1033,05-04-2022,117.67290
1034,04-04-2022,116.18190
1035,01-04-2022,114.86550
1036,31-03-2022,113.38810
1037,30-03-2022,113.39380
1038,29-03-2022,112.83300
1039,28-03-2022,111.37730
1040,25-03-2022,111.84140
1041,24-03-2022,112.12900
1042,23-03-2022,112.05940
1043,22-03-2022,111.81360
1044,21-03-2022,111.80340
1045,17-03-2022,112.12780
1046,16-03-2022,111.49960
1047,15-03-2022,110.79150
1048,14-03-2022,111.37760
1049,11-03-2022,110.39590
1050,10-03-2022,109.83990
1051,09-03-2022,108.75360
1052,08-03-2022,107.10740
1053,07-03-2022,106.65620
1054,04-03-2022,108.44320
1055,03-03-2022,109.95230
1056,02-03-2022,109.78980
1057,28-02-2022,109.87350
1058,25-02-2022,109.14470
1059,24-02-2022,105.59190
1060,23-02-2022,109.88920
1061,22-02-2022,109.24150
1062,21-02-2022,110.55550
1063,18-02-2022,112.61630
1064,17-02-2022,113.00940
1065,16-02-2022,113.47020
1066,15-02-2022,112.28590
1067,14-02-2022,111.16490
1068,11-02-2022,114.58050
1069,10-02-2022,116.36100
1070,09-02-2022,116.66280
1071,08-02-2022,116.98970
1072,07-02-2022,118.12130
1073,04-02-2022,118.17790
1074,03-02-2022,117.93840
1075,02-02-2022,118.29250
1076,01-02-2022,116.86150
1077,31-01-2022,115.13830
1078,28-01-2022,113.75420
1079,27-01-2022,113.46440
1080,25-01-2022,114.92650
1081,24-01-2022,113.83880
1082,21-01-2022,118.88710
1083,20-01-2022,120.13110
1084,19-01-2022,120.16820
1085,18-01-2022,120.37380
1086,17-01-2022,121.88900
1087,14-01-2022,121.51440
1088,13-01-2022,120.61450
1089,12-01-2022,120.50300
1090,11-01-2022,119.21220
1091,10-01-2022,119.25900
1092,07-01-2022,118.05780
1093,06-01-2022,118.07800
1094,05-01-2022,117.84490
1095,04-01-2022,117.99370
1096,03-01-2022,117.82950
1097,31-12-2021,116.51350
1098,30-12-2021,115.03920
1099,29-12-2021,115.10700
1100,28-12-2021,114.18700
1101,27-12-2021,113.10130
1102,24-12-2021,113.00340
1103,23-12-2021,114.06030
1104,22-12-2021,113.50080
1105,21-12-2021,112.13470
1106,20-12-2021,111.42910
1107,17-12-2021,114.41820
1108,16-12-2021,115.56210
1109,15-12-2021,116.73340
1110,14-12-2021,116.56610
1111,13-12-2021,116.67310
1112,10-12-2021,117.02950
1113,09-12-2021,116.41890
1114,08-12-2021,115.99550
1115,07-12-2021,115.56930
1116,06-12-2021,114.23750
1117,03-12-2021,115.49890
1118,02-12-2021,115.18030
1119,01-12-2021,114.52250
1120,30-11-2021,114.60610
1121,29-11-2021,112.04060
1122,26-11-2021,113.75810
1123,25-11-2021,117.33650
1124,24-11-2021,116.93820
1125,23-11-2021,115.76250
1126,22-11-2021,114.56340
1127,18-11-2021,116.99580
1128,17-11-2021,118.15130
1129,16-11-2021,118.62130
1130,15-11-2021,119.23900
1131,12-11-2021,119.29120
1132,11-11-2021,118.42350
1133,10-11-2021,117.90590
1134,09-11-2021,117.90770
1135,08-11-2021,117.30550
1136,03-11-2021,115.52220
1137,02-11-2021,115.51780
1138,01-11-2021,114.25790
1139,29-10-2021,113.67150
1140,28-10-2021,113.47500
1141,27-10-2021,114.11780
1142,26-10-2021,113.51630
1143,25-10-2021,111.99620
1144,22-10-2021,113.43480
1145,21-10-2021,113.88610
1146,20-10-2021,113.49120
1147,19-10-2021,116.25450
1148,18-10-2021,117.52220
1149,14-10-2021,116.69190
1150,13-10-2021,116.44360
1151,12-10-2021,115.22740
1152,11-10-2021,115.13360
1153,08-10-2021,114.39720
1154,07-10-2021,113.95120
1155,06-10-2021,112.53830
1156,05-10-2021,112.87150
1157,04-10-2021,112.83350
1158,01-10-2021,110.93850
1159,30-09-2021,110.16720
1160,29-09-2021,109.48820
1161,28-09-2021,109.44540
1162,27-09-2021,109.31300
1163,24-09-2021,109.54360
1164,23-09-2021,110.20110
1165,22-09-2021,109.01440
1166,21-09-2021,107.98110
1167,20-09-2021,107.53320
1168,17-09-2021,109.08420
1169,16-09-2021,110.18800
1170,15-09-2021,110.32950
1171,14-09-2021,109.56390
1172,13-09-2021,108.35570
1173,09-09-2021,108.12890
1174,08-09-2021,107.14160
1175,07-09-2021,106.92630
1176,06-09-2021,107.11490
1177,03-09-2021,106.51710
1178,02-09-2021,106.49160
1179,01-09-2021,105.66160
1180,31-08-2021,105.62140
1181,30-08-2021,104.64800
1182,27-08-2021,102.81370
1183,26-08-2021,102.16200
1184,25-08-2021,101.53200
1185,24-08-2021,101.07150
1186,23-08-2021,100.06500
1187,20-08-2021,101.31540
1188,18-08-2021,102.77920
1189,17-08-2021,102.99480
1190,16-08-2021,102.68180
1191,13-08-2021,103.11560
1192,12-08-2021,102.83510
1193,11-08-2021,101.57780
1194,10-08-2021,102.73900
1195,09-08-2021,104.26970
1196,06-08-2021,104.80690
1197,05-08-2021,104.99800
1198,04-08-2021,105.45790
1199,03-08-2021,106.39290
1200,02-08-2021,106.10170
1201,30-07-2021,105.37140
1202,29-07-2021,104.89030
1203,28-07-2021,103.61700
1204,27-07-2021,103.89140
1205,26-07-2021,104.40830
1206,23-07-2021,104.39720
1207,22-07-2021,104.15310
1208,20-07-2021,103.36030
1209,19-07-2021,104.80460
1210,16-07-2021,104.99140
1211,15-07-2021,105.06950
1212,14-07-2021,105.25640
1213,13-07-2021,104.67460
1214,12-07-2021,104.10410
1215,09-07-2021,103.16640
1216,08-07-2021,103.09630
1217,07-07-2021,103.59810
1218,06-07-2021,102.89880
1219,05-07-2021,102.47920
1220,02-07-2021,101.80670
1221,01-07-2021,101.14200
1222,30-06-2021,100.97560
1223,29-06-2021,100.50420
1224,28-06-2021,100.78620
1225,25-06-2021,100.11550
1226,24-06-2021,99.77290
1227,23-06-2021,99.71000
1228,22-06-2021,99.36600
1229,21-06-2021,98.81950
1230,18-06-2021,98.43440
1231,17-06-2021,98.60260
1232,16-06-2021,99.13380
1233,15-06-2021,99.60140
1234,14-06-2021,99.23390
1235,11-06-2021,99.83450
1236,10-06-2021,99.96540
1237,09-06-2021,99.00360
1238,08-06-2021,100.11220
1239,07-06-2021,99.94910
1240,04-06-2021,98.85390
1241,03-06-2021,98.12500
1242,02-06-2021,98.07960
1243,01-06-2021,97.20440
1244,31-05-2021,97.38000
1245,28-05-2021,97.24830
1246,27-05-2021,97.90630
1247,26-05-2021,97.34370
1248,25-05-2021,96.89920
1249,24-05-2021,96.03050
1250,21-05-2021,95.39140
1251,20-05-2021,95.03160
1252,19-05-2021,94.75580
1253,18-05-2021,93.92250
1254,17-05-2021,92.95850
1255,14-05-2021,92.27650
1256,12-05-2021,92.91240
1257,11-05-2021,93.57370
1258,10-05-2021,92.84600
1259,07-05-2021,92.21350
1260,06-05-2021,92.11860
1261,05-05-2021,92.05770
1262,04-05-2021,91.36260
1263,03-05-2021,91.38280
1264,30-04-2021,90.47520
1265,29-04-2021,90.61730
1266,28-04-2021,90.33200
1267,27-04-2021,89.57120
1268,26-04-2021,88.55580
1269,23-04-2021,87.91490
1270,22-04-2021,87.76700
1271,20-04-2021,87.19480
1272,19-04-2021,86.77830
1273,16-04-2021,87.38880
1274,15-04-2021,87.12590
1275,13-04-2021,86.95160
1276,12-04-2021,86.27200
1277,09-04-2021,90.00910
1278,08-04-2021,89.99640
1279,07-04-2021,88.90630
1280,06-04-2021,88.34190
1281,05-04-2021,87.59760
1282,01-04-2021,88.49030
1283,31-03-2021,87.47370
1284,30-03-2021,86.69770
1285,26-03-2021,85.50870
1286,25-03-2021,84.66980
1287,24-03-2021,86.17170
1288,23-03-2021,87.52120
1289,22-03-2021,86.41560
1290,19-03-2021,85.74980
1291,18-03-2021,86.04650
1292,17-03-2021,87.27320
1293,16-03-2021,88.56820
1294,15-03-2021,88.59630
1295,12-03-2021,88.93150
1296,10-03-2021,88.69660
1297,09-03-2021,88.31610
1298,08-03-2021,88.58760
1299,05-03-2021,88.22520
1300,04-03-2021,88.96230
1301,03-03-2021,88.49230
1302,02-03-2021,87.76620
1303,01-03-2021,86.89470
1304,26-02-2021,85.78780
1305,25-02-2021,86.35880
1306,24-02-2021,84.79360
1307,23-02-2021,84.01350
1308,22-02-2021,83.66080
1309,19-02-2021,84.92730
1310,18-02-2021,85.53170
1311,17-02-2021,84.81930
1312,16-02-2021,84.58710
1313,15-02-2021,85.02760
1314,12-02-2021,84.58640
1315,11-02-2021,84.16940
1316,10-02-2021,83.38640
1317,09-02-2021,83.13030
1318,08-02-2021,83.49240
1319,05-02-2021,82.61530
1320,04-02-2021,82.44530
1321,03-02-2021,81.65380
1322,02-02-2021,80.62250
1323,01-02-2021,79.43440
1324,29-01-2021,77.85370
1325,28-01-2021,77.70090
1326,27-01-2021,78.24940
1327,25-01-2021,78.98670
1328,22-01-2021,79.60840
1329,21-01-2021,80.50940
1330,20-01-2021,80.62590
1331,19-01-2021,80.61730
1332,18-01-2021,79.44010
1333,15-01-2021,80.53020
1334,14-01-2021,81.09440
1335,13-01-2021,81.60650
1336,12-01-2021,81.98530
1337,11-01-2021,82.09490
1338,08-01-2021,82.40470
1339,07-01-2021,81.86890
1340,06-01-2021,80.87950
1341,05-01-2021,80.68970
1342,04-01-2021,79.91780
1343,01-01-2021,78.96100
1344,31-12-2020,78.13960
1345,30-12-2020,78.16080
1346,29-12-2020,77.93780
1347,28-12-2020,77.20100
1348,24-12-2020,76.26520
1349,23-12-2020,75.99500
1350,22-12-2020,74.44380
1351,21-12-2020,74.34310
1352,18-12-2020,76.63510
1353,17-12-2020,76.94640
1354,16-12-2020,77.13520
1355,15-12-2020,76.85270
1356,14-12-2020,76.73020
1357,11-12-2020,76.18970
1358,10-12-2020,76.02580
1359,09-12-2020,76.36330
1360,08-12-2020,76.03470
1361,07-12-2020,76.27570
1362,04-12-2020,75.25310
1363,03-12-2020,74.51880
1364,02-12-2020,74.09610
1365,01-12-2020,73.91510
1366,27-11-2020,73.11050
1367,26-11-2020,71.43940
1368,25-11-2020,71.28590
1369,24-11-2020,72.03940
1370,23-11-2020,71.31080
1371,20-11-2020,70.68970
1372,19-11-2020,70.32570
1373,18-11-2020,70.07870
1374,17-11-2020,69.25850
1375,13-11-2020,67.89750
1376,12-11-2020,67.08740
1377,11-11-2020,66.66850
1378,10-11-2020,66.49610
1379,09-11-2020,66.57070
1380,06-11-2020,65.76100
1381,05-11-2020,65.36320
1382,04-11-2020,64.67030
1383,03-11-2020,64.27570
1384,02-11-2020,63.95820
1385,30-10-2020,64.04220
1386,29-10-2020,63.87380
1387,28-10-2020,64.12640
1388,27-10-2020,64.29050
1389,26-10-2020,64.14670
1390,23-10-2020,64.41670
1391,22-10-2020,63.92640
1392,21-10-2020,63.76260
1393,20-10-2020,63.71480
1394,19-10-2020,63.79330
1395,16-10-2020,63.28830
1396,15-10-2020,62.55860
1397,14-10-2020,63.46370
1398,13-10-2020,62.86580
1399,12-10-2020,62.75970
1400,09-10-2020,63.29060
1401,08-10-2020,63.48170
1402,07-10-2020,64.10250
1403,06-10-2020,64.26170
1404,05-10-2020,64.35350
1405,01-10-2020,64.10930
1406,30-09-2020,63.80230
1407,29-09-2020,63.63050
1408,28-09-2020,63.56630
1409,25-09-2020,62.48450
1410,24-09-2020,61.64670
1411,23-09-2020,62.70630
1412,22-09-2020,62.81530
1413,21-09-2020,63.95850
1414,18-09-2020,65.71470
1415,17-09-2020,66.27420
1416,16-09-2020,66.70090
1417,15-09-2020,66.51880
1418,14-09-2020,65.83310
1419,11-09-2020,62.93640
1420,10-09-2020,62.98380
1421,09-09-2020,61.99760
1422,08-09-2020,62.69250
1423,07-09-2020,63.14550
1424,04-09-2020,63.04490
1425,03-09-2020,63.62770
1426,02-09-2020,63.54330
1427,01-09-2020,62.32650
1428,31-08-2020,62.35880
1429,28-08-2020,65.03450
1430,27-08-2020,65.03040
1431,26-08-2020,64.64390
1432,25-08-2020,64.20120
1433,24-08-2020,64.21660
1434,21-08-2020,63.20560
1435,20-08-2020,62.30870
1436,19-08-2020,61.77670
1437,18-08-2020,61.56860
1438,17-08-2020,61.00840
1439,14-08-2020,60.85190
1440,13-08-2020,60.70920
1441,12-08-2020,59.28590
1442,11-08-2020,58.99220
1443,10-08-2020,58.72160
1444,07-08-2020,57.97240
1445,06-08-2020,57.69790
1446,05-08-2020,57.00650
1447,04-08-2020,56.55650
1448,03-08-2020,56.01470
1449,31-07-2020,55.30080
1450,30-07-2020,55.01940
1451,29-07-2020,55.12990
1452,28-07-2020,55.23620
1453,27-07-2020,55.50970
1454,24-07-2020,56.10870
1455,23-07-2020,55.99010
1456,22-07-2020,55.56520
1457,21-07-2020,55.42380
1458,20-07-2020,54.90450
1459,17-07-2020,54.54600
1460,16-07-2020,54.26330
1461,15-07-2020,54.45790
1462,14-07-2020,54.25740
1463,13-07-2020,54.53980
1464,10-07-2020,54.93760
1465,09-07-2020,54.99560
1466,08-07-2020,54.50730
1467,07-07-2020,54.93200
1468,06-07-2020,54.79150
1469,03-07-2020,53.93670
1470,02-07-2020,53.46330
1471,01-07-2020,53.05260
1472,30-06-2020,52.82190
1473,29-06-2020,52.94460
1474,26-06-2020,53.45770
1475,25-06-2020,53.19150
1476,24-06-2020,53.24950
1477,23-06-2020,53.61290
1478,22-06-2020,53.26470
1479,19-06-2020,52.35010
1480,18-06-2020,51.56850
1481,17-06-2020,50.97340
1482,16-06-2020,50.76750
1483,15-06-2020,51.00410
1484,12-06-2020,50.86480
1485,11-06-2020,50.64260
1486,10-06-2020,51.41190
1487,09-06-2020,51.17140
1488,08-06-2020,51.74510
1489,05-06-2020,51.30080
1490,04-06-2020,50.79800
1491,03-06-2020,50.97220
1492,02-06-2020,50.23200
1493,01-06-2020,49.36350
1494,29-05-2020,47.87480
1495,28-05-2020,47.14340
1496,27-05-2020,46.53540
1497,26-05-2020,46.41930
1498,22-05-2020,46.21320
1499,21-05-2020,46.59470
1500,20-05-2020,46.25630
1501,19-05-2020,45.72500
1502,18-05-2020,45.87810
1503,15-05-2020,46.93310
1504,14-05-2020,46.83280
1505,13-05-2020,47.53490
1506,12-05-2020,46.64270
1507,11-05-2020,46.93450
1508,08-05-2020,47.01970
1509,07-05-2020,47.40150
1510,06-05-2020,47.55080
1511,05-05-2020,47.51520
1512,04-05-2020,48.00180
1513,30-04-2020,49.40210
1514,29-04-2020,48.91500
1515,28-04-2020,48.42860
1516,27-04-2020,48.08460
1517,24-04-2020,47.87990
1518,23-04-2020,48.64640
1519,22-04-2020,48.30700
1520,21-04-2020,47.78740
1521,20-04-2020,48.89510
1522,17-04-2020,47.94620
1523,16-04-2020,47.00440
1524,15-04-2020,46.66210
1525,13-04-2020,46.37370
1526,09-04-2020,46.78910
1527,08-04-2020,45.76780
1528,07-04-2020,45.12100
1529,03-04-2020,43.69810
1530,01-04-2020,43.77730
1531,31-03-2020,44.29980
1532,30-03-2020,43.16130
1533,27-03-2020,44.25520
1534,26-03-2020,43.70480
1535,25-03-2020,42.29050
1536,24-03-2020,41.26000
1537,23-03-2020,41.31100
1538,20-03-2020,45.74680
1539,19-03-2020,45.26420
1540,18-03-2020,47.07830
1541,17-03-2020,49.93710
1542,16-03-2020,50.89990
1543,13-03-2020,53.15760
1544,12-03-2020,53.16170
1545,11-03-2020,56.66720
1546,09-03-2020,56.77010
1547,06-03-2020,58.52360
1548,05-03-2020,59.27270
1549,04-03-2020,58.83080
1550,03-03-2020,59.70230
1551,02-03-2020,59.43570
1552,28-02-2020,59.45000
1553,27-02-2020,61.08990
1554,26-02-2020,61.16490
1555,25-02-2020,61.60150
1556,24-02-2020,61.79420
1557,20-02-2020,62.37270
1558,19-02-2020,62.26000
1559,18-02-2020,61.55950
1560,17-02-2020,62.04690
1561,14-02-2020,62.24190
1562,13-02-2020,62.21810
1563,12-02-2020,62.20580
1564,11-02-2020,62.19210
1565,10-02-2020,61.90860
1566,07-02-2020,62.31670
1567,06-02-2020,62.08900
1568,05-02-2020,62.06060
1569,04-02-2020,61.78830
1570,03-02-2020,60.88720
1571,31-01-2020,61.75430
1572,30-01-2020,61.81340
1573,29-01-2020,62.13240
1574,28-01-2020,62.08860
1575,27-01-2020,61.96560
1576,24-01-2020,61.83930
1577,23-01-2020,61.14880
1578,22-01-2020,60.84690
1579,21-01-2020,60.72750
1580,20-01-2020,60.97090
1581,17-01-2020,60.89520
1582,16-01-2020,60.21890
1583,15-01-2020,59.67950
1584,14-01-2020,59.28950
1585,13-01-2020,59.17260
1586,10-01-2020,58.90760
1587,09-01-2020,58.64070
1588,08-01-2020,57.98680
1589,07-01-2020,58.21070
1590,06-01-2020,57.73290
1591,03-01-2020,58.68720
1592,02-01-2020,58.39880
1593,01-01-2020,57.88600
1594,31-12-2019,57.80930
1595,30-12-2019,57.79810
1596,27-12-2019,57.76820
1597,26-12-2019,57.48460
1598,24-12-2019,57.41960
1599,23-12-2019,57.57560
1600,20-12-2019,57.66490
1601,19-12-2019,57.30510
1602,18-12-2019,57.12740
1603,17-12-2019,57.31550
1604,16-12-2019,56.99090
1605,13-12-2019,57.29570
1606,12-12-2019,56.71410
1607,11-12-2019,56.62080
1608,10-12-2019,56.81760
1609,09-12-2019,57.30440
1610,06-12-2019,57.63230
1611,05-12-2019,58.24590
1612,04-12-2019,58.33970
1613,03-12-2019,57.95420
1614,02-12-2019,58.05330
1615,29-11-2019,57.98390
1616,28-11-2019,57.74410
1617,27-11-2019,57.82500
1618,26-11-2019,57.92580
1619,25-11-2019,58.23730
1620,22-11-2019,58.05550
1621,21-11-2019,58.02320
1622,20-11-2019,57.83570
1623,19-11-2019,57.82660
1624,18-11-2019,57.78940
1625,15-11-2019,57.71000
1626,14-11-2019,57.82730
1627,13-11-2019,57.90230
1628,11-11-2019,57.69200
1629,08-11-2019,57.45370
1630,07-11-2019,57.90740
1631,06-11-2019,57.75360
1632,05-11-2019,58.07080
1633,04-11-2019,58.51570
1634,01-11-2019,57.98090
1635,31-10-2019,57.66150
1636,30-10-2019,57.18310
1637,29-10-2019,57.07850
1638,25-10-2019,56.37680
1639,24-10-2019,56.48780
1640,23-10-2019,56.39400
1641,22-10-2019,56.33940
1642,18-10-2019,56.35960
1643,17-10-2019,55.26610
1644,16-10-2019,54.92990
1645,15-10-2019,55.05040
1646,14-10-2019,54.96580
1647,11-10-2019,54.82220
1648,10-10-2019,54.76650
1649,09-10-2019,55.05660
1650,07-10-2019,54.80530
1651,04-10-2019,54.94640
1652,03-10-2019,55.39900
1653,01-10-2019,55.65560
1654,30-09-2019,56.14700
1655,27-09-2019,56.38430
1656,26-09-2019,56.38590
1657,25-09-2019,55.94130
1658,24-09-2019,56.44980
1659,23-09-2019,56.35020
1660,20-09-2019,54.44700
1661,19-09-2019,52.78450
1662,18-09-2019,53.13340
1663,17-09-2019,53.18530
1664,16-09-2019,53.81400
1665,13-09-2019,53.60120
1666,12-09-2019,53.64760
1667,11-09-2019,53.74780
1668,09-09-2019,52.93660
1669,06-09-2019,52.64550
1670,05-09-2019,52.27830
1671,04-09-2019,52.12160
1672,03-09-2019,51.97420
1673,30-08-2019,52.37520
1674,29-08-2019,52.09870
1675,28-08-2019,52.49380
1676,27-08-2019,52.57310
1677,26-08-2019,52.03410
1678,23-08-2019,51.30910
1679,22-08-2019,51.03800
1680,21-08-2019,51.52200
1681,20-08-2019,51.92470
1682,19-08-2019,51.99830
1683,16-08-2019,52.02110
1684,14-08-2019,51.72990
1685,13-08-2019,51.09790
1686,09-08-2019,51.61770
1687,08-08-2019,51.25950
1688,07-08-2019,51.16810
1689,06-08-2019,51.03190
1690,05-08-2019,50.58610
1691,02-08-2019,51.03490
1692,01-08-2019,51.30820
1693,31-07-2019,51.90170
1694,30-07-2019,51.46600
1695,29-07-2019,52.16160
1696,26-07-2019,52.56860
1697,25-07-2019,52.52070
1698,24-07-2019,52.73740
1699,23-07-2019,53.15500
1700,22-07-2019,53.02400
1701,19-07-2019,53.40290
1702,18-07-2019,54.01470
1703,17-07-2019,54.31900
1704,16-07-2019,54.08560
1705,15-07-2019,54.14610
1706,12-07-2019,54.27850
1707,11-07-2019,54.09840
1708,10-07-2019,53.84430
1709,09-07-2019,54.08360
1710,08-07-2019,54.16440
1711,05-07-2019,54.85610
1712,04-07-2019,55.46990
1713,03-07-2019,55.37380
1714,02-07-2019,55.45600
1715,01-07-2019,55.30310
1716,28-06-2019,55.22400
1717,27-06-2019,55.09700
1718,26-06-2019,54.96570
1719,25-06-2019,54.49570
1720,24-06-2019,54.18940
1721,21-06-2019,54.48260
1722,20-06-2019,54.45070
1723,19-06-2019,54.09460
1724,18-06-2019,54.35880
1725,17-06-2019,54.65100
1726,14-06-2019,55.22650
1727,13-06-2019,55.35830
1728,12-06-2019,55.66630
1729,11-06-2019,55.67700
1730,10-06-2019,55.74310
1731,07-06-2019,56.09400
1732,06-06-2019,56.12530
1733,04-06-2019,56.70670
1734,03-06-2019,56.74170
1735,31-05-2019,56.48040
1736,30-05-2019,56.18820
1737,29-05-2019,56.35730
1738,28-05-2019,56.54150
1739,27-05-2019,55.90360
1740,24-05-2019,54.99480
1741,23-05-2019,53.98730
1742,22-05-2019,54.09580
1743,21-05-2019,54.08380
1744,20-05-2019,54.48670
1745,17-05-2019,53.07300
1746,16-05-2019,52.93380
1747,15-05-2019,53.03030
1748,14-05-2019,53.10040
1749,13-05-2019,52.83890
1750,10-05-2019,53.70600
1751,09-05-2019,53.70840
1752,08-05-2019,53.85830
1753,07-05-2019,54.34240
1754,06-05-2019,54.49760
1755,03-05-2019,54.89700
1756,02-05-2019,55.00240
1757,30-04-2019,55.08300
1758,26-04-2019,55.31870
1759,25-04-2019,55.35920
1760,24-04-2019,55.27230
1761,23-04-2019,55.05550
1762,22-04-2019,54.94580
1763,18-04-2019,55.72320
1764,16-04-2019,56.12670
1765,15-04-2019,56.15360
1766,12-04-2019,55.92260
1767,11-04-2019,55.79870
1768,10-04-2019,55.63880
1769,09-04-2019,55.66120
1770,08-04-2019,55.88280
1771,05-04-2019,56.01910
1772,04-04-2019,55.64470
1773,03-04-2019,55.66010
1774,02-04-2019,56.00110
1775,01-04-2019,56.17720
1776,29-03-2019,55.66300
1777,28-03-2019,54.75810
1778,27-03-2019,54.46000
1779,26-03-2019,54.40650
1780,25-03-2019,54.02560
1781,22-03-2019,54.64980
1782,20-03-2019,54.76370
1783,19-03-2019,55.12380
1784,18-03-2019,54.83560
1785,15-03-2019,54.83230
1786,14-03-2019,55.01810
1787,13-03-2019,55.19590
1788,12-03-2019,55.27730
1789,11-03-2019,54.74060
1790,08-03-2019,53.94010
1791,07-03-2019,53.70520
1792,06-03-2019,53.24360
1793,05-03-2019,52.70070
1794,01-03-2019,51.44180
1795,28-02-2019,50.77170
1796,27-02-2019,50.66950
1797,26-02-2019,50.93920
1798,25-02-2019,51.15440
1799,22-02-2019,51.11640
1800,21-02-2019,50.88630
1801,20-02-2019,50.51340
1802,19-02-2019,50.19320
1803,18-02-2019,49.72310
1804,15-02-2019,49.83630
1805,14-02-2019,50.02460
1806,13-02-2019,49.91590
1807,12-02-2019,49.98650
1808,11-02-2019,50.14170
1809,08-02-2019,50.55320
1810,07-02-2019,50.89240
1811,06-02-2019,50.53950
1812,05-02-2019,50.71510
1813,04-02-2019,51.03580
1814,01-02-2019,51.29720
1815,31-01-2019,51.35070
1816,30-01-2019,51.00550
1817,29-01-2019,51.05470
1818,28-01-2019,51.08620
1819,25-01-2019,51.80020
1820,24-01-2019,52.29050
1821,23-01-2019,52.27130
1822,22-01-2019,52.53510
1823,21-01-2019,52.85800
1824,18-01-2019,53.07100
1825,17-01-2019,53.16740
1826,16-01-2019,53.20550
1827,15-01-2019,53.27560
1828,14-01-2019,53.15470
1829,11-01-2019,53.18620
1830,10-01-2019,53.24230
1831,09-01-2019,53.29980
1832,08-01-2019,53.25160
1833,07-01-2019,53.41870
1834,04-01-2019,53.32890
1835,03-01-2019,53.50670
1836,02-01-2019,53.71480
1837,01-01-2019,53.81800
1838,31-12-2018,53.82650
1839,28-12-2018,53.51780
1840,27-12-2018,53.03650
1841,26-12-2018,52.81700
1842,24-12-2018,52.80450
1843,21-12-2018,53.50260
1844,20-12-2018,54.15910
1845,19-12-2018,54.05890
1846,18-12-2018,53.49370
1847,17-12-2018,53.29490
1848,14-12-2018,53.08980
1849,13-12-2018,53.04740
1850,12-12-2018,52.67220
1851,11-12-2018,51.69330
1852,10-12-2018,51.30100
1853,07-12-2018,52.00780
1854,06-12-2018,51.90510
1855,05-12-2018,52.52670
1856,04-12-2018,52.94580
1857,03-12-2018,52.77470
1858,30-11-2018,52.74220
1859,29-11-2018,52.49690
1860,28-11-2018,52.44480
1861,27-11-2018,52.37870
1862,26-11-2018,52.36920
1863,22-11-2018,52.58670
1864,21-11-2018,52.68050
1865,20-11-2018,52.71180
1866,19-11-2018,53.02900
1867,16-11-2018,52.56470
1868,15-11-2018,52.64060
1869,14-11-2018,52.84700
1870,13-11-2018,52.60140
1871,12-11-2018,52.66270
1872,09-11-2018,53.03440
1873,06-11-2018,52.37470
1874,05-11-2018,52.43270
1875,02-11-2018,52.56680
1876,01-11-2018,52.05870
1877,31-10-2018,51.88510
1878,30-10-2018,51.44750
1879,29-10-2018,50.92970
1880,26-10-2018,50.33250
1881,25-10-2018,50.25100
1882,24-10-2018,50.39520
1883,23-10-2018,50.16670
1884,22-10-2018,50.77720
1885,19-10-2018,51.42500
1886,17-10-2018,51.98010
1887,16-10-2018,52.71740
1888,15-10-2018,52.16970
1889,12-10-2018,51.79440
1890,11-10-2018,51.00280
1891,10-10-2018,51.69010
1892,09-10-2018,49.99840
1893,08-10-2018,50.31910
1894,05-10-2018,51.09670
1895,04-10-2018,51.95750
1896,03-10-2018,52.91920
1897,01-10-2018,52.88300
1898,28-09-2018,53.31710
1899,27-09-2018,54.44660
1900,26-09-2018,55.12020
1901,25-09-2018,54.82740
1902,24-09-2018,55.28210
1903,21-09-2018,56.44670
1904,19-09-2018,57.58210
1905,18-09-2018,58.00360
1906,17-09-2018,58.55040
1907,14-09-2018,58.79830
1908,12-09-2018,58.20590
1909,11-09-2018,58.31700
1910,10-09-2018,58.94300
1911,07-09-2018,59.38140
1912,06-09-2018,59.23830
1913,05-09-2018,58.69490
1914,04-09-2018,58.88900
1915,03-09-2018,59.89740
1916,31-08-2018,60.12870
1917,30-08-2018,59.57190
1918,29-08-2018,59.49070
1919,28-08-2018,59.55450
1920,27-08-2018,59.34420
1921,24-08-2018,58.86170
1922,23-08-2018,59.03100
1923,21-08-2018,58.88570
1924,20-08-2018,58.75970
1925,17-08-2018,58.75550
1926,16-08-2018,58.38800
1927,14-08-2018,58.07810
1928,13-08-2018,58.24510
1929,10-08-2018,58.65510
1930,09-08-2018,58.75430
1931,08-08-2018,59.00290
